% Model:              2D Model _ g1u[ParameterStudy].mph
% Version:            COMSOL 5.2.0.166
% Date:               Apr 22 2017, 00:42
% Table:              Table 1 - g1u_g1 (acpr.p_t*2*pi*a)
% freq (Hz)                                       g_center=0.22, acpr.p_t*2*pi*a (N)                g_center=0.24, acpr.p_t*2*pi*a (N)                g_center=0.26, acpr.p_t*2*pi*a (N)                g_center=0.28, acpr.p_t*2*pi*a (N)                g_center=0.3, acpr.p_t*2*pi*a (N)
1050                                              57932.803788723075+124876.40674771134i            57988.8372340198+124905.42016394828i              58047.41276319413+124923.52611615424i             58106.66377366344+124930.87718108468i             58164.755175760074+124927.77466137569i
1055                                              58372.88008289062+125307.1978664615i              58431.06554677648+125333.90907004938i             58491.310488949595+125349.38629074472i            58551.708310381044+125353.87523379721i            58610.3994751826+125347.77495352365i
1060                                              58815.03156494158+125736.06786499762i             58875.28758517846+125760.33815435172i             58937.09473516617+125773.06617108834i             58998.51015583887+125774.59496183002i             59057.654338870045+125765.42486617969i
1065                                              59259.250206089826+126162.95703017127i            59321.48708678491+126184.64945263279i             59384.741452755+126194.5112590724i                59447.03823137807+126192.98695591843i             59506.48271080219+126180.68154703832i
1070                                              59705.524767640425+126587.80521043619i            59769.64449710486+126606.7850193078i              59834.22332229423+126613.66754447117i             59897.258316271276+126609.00275716628i            59956.84462664291+126593.50352950247i
1075                                              60153.840714550126+127010.55200380394i            60219.73690651755+127026.68713290886i             60285.509717524306+127030.48172233846i            60349.13304007587+127022.59507972802i             60408.6972358993+127003.85095376252i
1080                                              60604.180140373275+127431.13695767161i            60671.73800062657+127444.29851242318i             60738.56668407767+127444.9014197387i              60802.621891601055+127433.7180412332i             60861.99484169661+127411.68579362925i
1085                                              61056.52170498144+127849.49977971049i             61125.61802546385+127859.56254360259i             61193.35693481239+127856.87543083665i             61257.68124578159+127842.32739957568i             61316.68895935083+127816.97208758628i
1090                                              61510.84058655962+128265.58055914372i             61581.34376894859+128272.42351392948i             61649.83986297822+128266.35395903153i             61714.264409669864+128248.38079469878i            61772.728394779166+128219.67617255045i
1095                                              61967.1084493085+128679.31999724051i              62038.87855991284+128682.82685551811i             62107.971574556126+128673.28886469155i            62172.321688601085+128651.83799368545i            62230.05934362376+128619.7669184521i
1100                                              62425.29342802179+129090.65964592807i             62498.18228596214+129090.7193938262i              62567.70494079635+129077.633916868i               62631.800473523865+129052.66113740511i            62688.625511870254+129017.21596174651i
1105                                              62885.36013096437+129499.54215309609i             62959.21143124613+129496.04960127824i             63028.989671910684+129479.3450471653i             63092.64535021262+129450.81498670162i             63148.368258508446+129411.9979357979i
1110                                              63347.26966201582+129905.91151307378i             63421.91913511121+129898.76785353885i             63491.772412814425+129878.380604065i              63554.79823095062+129846.26716613887i             63609.226760610196+129804.09069594464i
1115                                              63810.97966310156+130309.71332050423i             63886.25527245517+130298.82668679484i             63955.996861315114+130274.70160506439i            64018.1985090856+130238.98840298792i              64071.13820081252+130193.47553691325i
1120                                              64276.44437768964+130710.89502584908i             64352.16655634885+130696.18105389176i             64421.60390938515+130668.27198517835i             64482.78323659265+130628.9527592296i              64534.03797731371+130580.13740029407i
1125                                              64743.6147360048+131109.40619049594i              64819.59666341573+131090.788577238i               64888.53180742378+131059.05883894255i             64948.487324475194+131016.13785420785i            64997.85993575049+130964.06506965615i
1130                                              65212.438462316335+131505.19873934146i            65288.48638201851+131482.60979615353i             65356.716351678+131447.03265376287i               65415.24376576992+131400.5250754842i              65462.536622484906+131345.25135086718i
1135                                              65682.86020449796+131898.2272087256i              65758.77378330055+131871.60840638858i             65826.09109424097+131832.16753236423i             65882.98388036888+131782.09977546812i             65927.99955831055+131723.69323524123i
1140                                              66154.82168582267+132288.44898745173i             66230.39441465845+132257.75148962066i             66296.58757523219+132214.44140158631i             66351.63758091062+132160.85145147247i             66394.17953130341+132099.3920431807i
1145                                              66628.261878631+132675.8245486073i                66703.2815151304+132641.00973008855i              66768.13557604328+132593.83620562544i             66821.13365833445+132536.77390678896i             66861.00690744039+132472.35354601368i
1150                                              67103.11719935575+133060.31766990985i             67177.36625178378+133021.35761687555i             67240.66339262339+132970.33808071984i             67291.40008585443+132909.86539055212i             67328.41195711505+132842.5880639794i
1155                                              67579.32172402075+133441.89564040274i             67652.57797596735+133398.77362853553i             67714.0981274433+133343.93751005392i              67762.36433942037+133280.12871422365i             67796.32519558293+133210.11053822713i
1160                                              68056.8074231831+133820.52945120967i              68128.84449807533+133773.24039890204i             68188.36599812948+133714.62945545823i             68233.95373275455+133647.57134279903i             68264.67773500811+133574.9405752414i
1165                                              68535.50441483385+134196.19396838566i             68606.09237905545+134144.74486125208i             68663.39266112512+134082.4134653517i              68706.09576468979+134012.20545884437i             68733.40164563565+133937.10246195729i
1170                                              69015.3412338281+134568.868085833i                69084.24723689404+134513.27836945793i             69139.10354794165+134447.2937561761i              69178.71847626852+134374.0479979045i              69202.43032333463+134296.62515037652i
1175                                              69496.24511586293+134938.5348565725i              69563.23406580069+134878.83679417206i             69615.42421163496+134809.2792659619i              69651.75081500733+134733.12065395576i             69671.69886063092+134653.54221059292i
1180                                              69978.14229400136+135305.18160072993i             70042.97756576767+135241.4205928708i              70092.28068089494+135168.38367924557i             70125.12300340098+135089.44985387198i             70141.14441817843+135007.89175157892i
1185                                              70460.95830550663+135668.79998892645i             70523.40248013566+135601.0348519776i              70569.599819383+135524.62542257798i               70598.76690873585+135443.06670022657i             70610.70659354914+135359.7163093127i
1190                                              70944.61830658832+136029.38609992174i             71004.43393823066+135957.6893011587i              71047.30968616193+135878.02762805027i             71072.61641104518+135794.0068820693i              71080.32778405932+135709.06270222377i
1195                                              71429.0473924483+136386.94045171078i              71485.99780049862+136311.39829783025i             71525.33989587748+136228.61806728237i             71546.60776614353+136142.31055360235i             71549.95354049654+136055.98185426884i
1200                                              71914.17092006374+136741.46800551156i             71968.02100313052+136662.180782893i               72003.6219744718+136576.42905359744i              72020.67996049102+136488.02218113188i             72019.53290841082+136400.5285863705i
1205                                              72399.9148309711+137092.9781423826i               72450.43189953441+137010.0602076663i              72482.0897077785+136921.49731401415i              72494.77505482006+136831.19035890323i             72489.01875387781+136742.76137719274i
1210                                              72886.20597129448+137441.48461256354i             72933.1605951297+137355.0644291089i               72960.6794799823+137263.86383110943i              72968.83851340984+137171.86759489714i             72958.36807069168+137082.74209469437i
1215                                              73372.97240636223+137787.00545788795i             73416.13927349646+137697.2255800275i              73439.33059895091+137603.57365586032i             73442.81951602992+137510.11006794492i             73427.54226605098+137420.535700185i
1220                                              73860.14372716422+138129.56290799082i             73899.30251048661+138036.5799134061i              73917.985605679+137940.67569316528i               73916.67124982263+137845.97735780425i             73896.50742200424+137756.20992695173i
1225                                              74347.65134620506+138469.183251258i               74382.58757357248+138373.16761050274i             74396.59056502249+138275.22246095786i             74390.35117844379+138179.53215028616i             74365.23453030622+138089.8349357734i
1230                                              74835.42878017548+138805.89668183101i             74865.93470452052+138707.03257959126i             74875.09533548159+138607.26982572654i             74863.82128613566+138510.83991964007i             74833.69969833041+138421.48295000428i
1235                                              75323.41191727326+139139.73712418263i             75349.28738267678+139038.222220575i               75353.45381563461+138936.87671589947i             75337.04829461584+138839.96859073782i             75301.88432419892+138751.227872997i
1240                                              75811.53926713286+139470.74203711195i             75832.59256666308+139366.78717415844i             75831.62416534693+139264.10481610923i             75810.00385092944+139166.98818390496i             75769.77523957106+139079.14489099494i
1245                                              76299.75219132763+139798.95219908035i             76315.80091335492+139692.78105154575i             76309.56899998552+139589.01824436063i             76282.66468487482+139491.97044517234i             76237.36481882523+139405.31006461117i
1250                                              76787.99511317926+140124.41147718776i             76798.86697184252+140016.26014895967i             76787.25555642438+139911.6832155752i              76755.01273473969+139814.98846513566i             76704.6510537344+139729.79991227074i
1255                                              77276.21570523788+140447.16658208627i             77281.74935179036+140337.2831490056i              77264.65582963111+140232.16769388207i             77227.03524061925+140136.11628955108i             77171.63759324008+140052.6909889141i
1260                                              77764.36505365322+140767.26681127484i             77764.4108649159+140655.9108118366i               77741.74667929443+140550.5410369217i              77698.72480488503+140455.428524866i               77638.3337480411+140374.05946338252i
1265                                              78252.39779861722+141084.76378343292i             78246.81863925105+140972.20565884456i             78218.5099060548+140866.87363508777i              78170.0794196599+140772.99994186795i              78104.75446042011+140693.98069784828i
1270                                              78740.27225049581+141399.71116621856i             78728.94420588094+141286.23165173669i             78694.93229734861+141181.23654879446i             78641.1024616949+141088.905080695i                78570.9202397796+141012.52883250965i
1275                                              79227.95048154151+141712.16440025676i             79210.76355817869+141598.05386980053i             79171.00564326557+141493.70114660295i             79111.8026551255+141403.2178602214i               79036.85706493851+141329.77637877507i
1280                                              79715.39839340083+142022.18042178446i             79692.25718408704+141907.73818795217i             79646.72672293808+141804.33874719866i             79582.19400322945+141716.0111948305i              79502.59625441105+141645.79382384152i
1285                                              80202.58576094304+142329.81738641587i             80173.41007203107+142215.3509583844i              80122.09726259788+142113.22026787806i             80052.29569027462+142027.35662133037i             79968.17430627717+141960.6492495848i
1290                                              80689.48625311683+142635.13439642583i             80654.21169152424+142520.95869815254i             80597.12386643208+142420.41588221746i             80522.1319551485+142337.3239386555i               80433.63270955741+142274.40796821646i
1295                                              81176.07743193647+142938.19123373312i             81134.65594966922+142824.6277850336i              81071.81792172037+142725.99468908066i             80991.73193847529+142645.98086266697i             80899.01772905276+142587.13217707066i
1300                                              81662.3407308083+143239.0481005704i               81614.74112509938+143126.4241637999i              81546.19548010008+143030.02439534102i             81461.12950522845+142953.39269824047i             81364.38016611671+142898.8806345926i
1305                                              82148.26141371454+143537.76536975813i             82094.46978098911+143426.41306478818i             82020.2771173152+143332.5710141181i               81930.36304511018+143259.62203041813i             81829.77509764707+143209.7083591516i
1310                                              82633.82851688859+143834.40334612396i             82573.84865903703+143724.65873637208i             82494.08777146148+143633.69858003192i             82399.47525293028+143564.7284362211i              82295.26159604051+143519.66635224296i
1315                                              83119.03477472783+144129.0220404246i              83052.8885563462+144021.2241927378i               82967.65656590612+143933.46888302456i             82868.51289148431+143868.76821834923i             82760.9024326513+143828.8013470288i
1320                                              83603.87653198245+144421.6809569557i              83531.60418744822+144316.17097808386i             83441.01661491528+144231.9412217275i              83337.52653941137+144171.79416174704i             83226.76376744953+144137.15558315133i
1325                                              84088.35364402637+144712.4388956456i              84010.01403340719+144609.5589480798i              83914.20481703423+144529.17217702497i             83806.5703265845+144473.85531363703i              83692.91482774087+144444.76660821008i
1330                                              84572.4693674189+145001.35376921273i              84488.14018052781+144901.44606906356i             84387.26163771328+144825.2154064731i              84275.70165952203+144774.99678741695i             84159.42757838134+144751.66710604497i
1335                                              85056.23024266228+145288.48243576568i             84966.00815026772+145191.88823538824i             84860.23088345373+145120.12145968957i             84744.98093930294+145075.2595904135i              84626.37638627028+145057.88475179442i
1340                                              85539.64597125398+145573.88054682402i             85443.64672334943+145480.93910481912i             85333.15946992591+145413.93761447116i             85214.4712743583+145374.6804753668i               85093.8376814979+145363.442093256i
1345                                              86022.72928896594+145857.60241067086i             85921.08775933484+145768.64995178176i             85806.09718621179+145706.70773365416i             85684.23819046794+145673.29181505047i             85561.88961756312+145668.3564579108i
1350                                              86505.4958372501+146139.7008706105i               86398.36601415346+146055.06953807236i             86279.0964571709+145998.47214179102i              86154.34934000342+145971.12149946205i             86030.61173275873+145972.63988481095i
1355                                              86987.96403450354+146420.22719733475i             86875.51895701521+146340.24399993347i             86752.21210586895+146289.26752109377i             86624.87421250087+146268.1928545329i              86500.0846148823+146276.29908005957i
1360                                              87470.15494885588+146699.2309947517i              87352.58658937221+146624.2167514503i              87225.50111786652+146579.12682550534i             87095.8838482554+146564.5245813324i               86970.38957087803+146579.33539494337i
1365                                              87952.09217399883+146976.76011812445i             87829.61126526001+146907.028402061i               87699.02240890684+146868.07921185126i             87567.45055658279+146860.13071451854i             87441.6083031971+146881.74482498062i
1370                                              88433.80170923054+147252.8606033507i              88306.63751760652+147188.7166878221i              88172.83659732544+147156.14998668988i             88039.64764009033+147155.0205985747i              87913.82259408073+147183.51802867354i
1375                                              88915.31184499575+147527.57660609274i             88783.71188874588+147469.31641488156i             88647.00578236928+147443.3605675379i              88512.5491261544+147449.1988804288i               88387.11399897785+147484.64036423655i
1380                                              89396.6530546695+147800.95034927543i              89260.8827672308+147748.85941323155i              89121.59332940172+147729.72845695144i             88986.2295064321+147742.66551690374i              88861.56355002041+147785.09194266592i
1385                                              89877.85789336238+148073.0220774514i              89738.20023214765+148027.37450008132i             89596.66366263191+148015.26722787143i             89460.76348525811+148035.4157953699i              89337.251470102+148084.84769565915i
1390                                              90358.96090422237+148343.83001666475i             90215.71590440428+148304.88745042344i             90072.28206584202+148299.98651878914i             89936.2257372238+148327.44036602476i              89814.256898156+148383.87745652697i
1395                                              90839.99853252486+148613.41033719995i             90693.48280585089+148581.420973858i               90548.5144915012+148583.89203701535i              90412.69067435976+148618.7252842953i              90292.65762580044+148682.14605270998i
1400                                              91321.00904725505+148881.7971201588i              91171.55522621346+148856.99469570004i             91025.42737813374+148866.98556864818i             90890.23222280791+148909.2520617554i              90772.52984533606+148979.6134082718i
1405                                              91802.03247062622+149149.02232248159i             91649.98859753576+149131.62514114147i             91503.08747591729+149149.2649937511i              91368.92360898246+149198.99772414696i             91253.94790899102+149276.23465494104i
1410                                              92283.1105144737+149415.11574244336i              92128.83937578497+149405.3257208548i              91981.56168011771+149430.7243051807i              91848.83715472082+149487.93487516599i             91736.98409908853+149571.96025036837i
1415                                              92764.28652331232+149680.10498212292i             92608.16492906847+149678.1067166317i              92460.91687178044+149711.35363008306i             92330.04408108995+149776.03176475613i             92221.7084086271+149866.7361024296i
1420                                              93245.60542292452+149944.01540625733i             93088.02343184449+149949.97526605683i             92941.2197649946+149991.1392525584i               92812.61432001891+150063.25236080316i             92708.18833162113+150160.50369849362i
1425                                              93727.11367470489+150206.87009575596i             93568.47376382044+150220.93534471988i             93422.53675996276+150270.06363663275i             93296.61633308732+150349.55642326103i             93196.48866261591+150453.20023870276i
1430                                              94208.85923114237+150468.68979578468i             94049.5754129605+150490.98774535453i              93904.93380066531+150548.10544870963i             93782.11693656234+150634.89957999942i             93686.67130439074+150744.75877263705i
1435                                              94690.89149684556+150729.49285604467i             94531.38838094797+150760.13005287686i             94388.47623636264+150825.23957872725i             94269.1811316244+150919.23340359883i              94178.79508313058+151035.10833866263i
1440                                              95173.26128798924+150989.2951637522i              95013.97309016302+151028.35661476006i             94873.2286853993+151101.43715940174i              94757.87193887118+151202.50548883784i             94672.91557005525+151324.17410570112i
1445                                              95656.02079204671+151248.11006820944i             95497.39029049438+151295.65850638447i             95359.25490033993+151376.6655834877i              95248.25023586974+151484.65953050746i             95169.08490865407+151611.87751714324i
1450                                              96139.22352503458+151505.94829668326i             95981.70096471517+151562.02349104223i             95846.61763301666+151650.88851875628i             95740.37459682362+151765.63540147644i             95667.35164658498+151898.13643685624i
1455                                              96622.92428481356+151762.8178614798i              96466.96623080327+151827.43597467014i             96335.37849827507+151924.0659207337i              96234.30113310834+152045.36923135287i             96167.76057135445+152182.86529754847i
1460                                              97107.179098527+152018.72395848503i               96953.24723984698+152091.87695548602i             96825.59783507271+152196.15404370715i             96730.08333387313+152323.79348573007i             96670.35254897962+152465.9752516643i
1465                                              97592.04516274585+152273.66885714128i             97440.60506779281+152355.32396896108i             97317.33456375942+152467.10545020713i             97227.77190538046+152600.837046852i               97175.16436493638+152747.37432538118i
1470                                              98077.58077423541+152527.6517829355i              97929.10059992761+152617.75102879154i             97810.6460383161+152736.86901997536i              97727.4146086011+152876.42529615734i              97682.22856672948+153026.96757635236i
1475                                              98563.84525006457+152780.66879262688i             98418.7944063454+152879.1285647557i               98305.58789253599+153005.38995891518i             98229.05609394844+153150.4801997291i              98191.57330752144+153304.6572557962i
1480                                              99050.89883506039+153032.71264390837i             98909.74660748377+153139.42335848173i             98802.21387910543+153272.60980956114i             98732.73773271227+153422.9203975143i              98703.22219062837+153580.34297605543i
1485                                              99538.80259546723+153283.7726601646i              99402.01672818212+153398.59847849145i             99300.57570079202+153538.46646388323i             99238.49744460241+153693.66129742545i             99217.19411454348+153853.92188437123i
1490                                              100027.61829722124+153533.834592199i              99895.66353960351+153656.6132158845i              99800.72283321636+153802.89418001252i             99746.36952112663+153962.6151759088i              99733.50311853236+154125.28884404554i
1495                                              100517.40826773256+153782.8804784827i             100390.74488800231+153913.42302239322i            100302.70233845706+154065.82360450478i            100256.3844446814+154229.69128572667i             100252.15822897744+154394.33662405825i
1500                                              101008.23524013173+154030.88850583325i            100887.31750965283+154168.9794525737i             100806.55866949593+154327.1818015958i             100768.5687034326+154494.79597299497i             100773.1633067978+154660.95609825733i
1505                                              101500.16217922636+154277.83287253857i            101385.43683174619+154423.23011198026i            101312.3334653708+154586.89229120218i             101282.94460224606+154757.8328045149i             101296.51689660754+154925.03645524092i
1510                                              101993.25208852795+154523.68365611375i            101885.15675877024+154676.1186134843i             101820.0653371497+154844.87509761998i             101799.53007032246+155018.70270701637i            101822.21207836179+155186.46542005736i
1515                                              102487.56779808117+154768.40668805633i            102386.52944479507+154927.58454367402i            102329.78964533741+155101.0468105158i             102318.33846615045+155277.3041197898i             102350.23632232951+155445.12948867676i
1520                                              102983.17173308054+155011.96343793086i            102889.60505169246+155177.56344163476i            102841.53826929066+155355.32066015693i            102839.37838089452+155533.53316206246i            102880.57134910823+155700.91417628698i
1525                                              103480.12566349789+155254.31090917974i            103394.43149419308+155425.98679211526i            103355.3393697189+155607.60660859698i             103362.65344146577+155787.28381640138i            103413.19299530503+155953.70428010338i
1530                                              103978.49043525876+155495.40154925015i            103901.05417248487+155672.78203529224i            103871.21714537746+155857.8114585399i             103888.16211461571+156038.44812947526i            103948.071087251+156203.38415748868i
1535                                              104478.32568383699+155735.18317639857i            104409.51569375044+155917.87259517165i            104389.19158561293+156105.83898146483i            104415.89751393523+156286.9164311227i             104485.16932398302+156449.8380197181i
1540                                              104979.68953147237+155973.5989255291i             104919.85558391368+156161.177928584i              104909.27822034291+156351.5900665109i             104945.84721147131+156532.57757263418i            105024.44517167636+156692.9502418414i
1545                                              105482.63826937445+156210.58721545065i            105432.1099915137+156402.61359655755i             105431.48786953183+156594.9628912942i             105477.99305617837+156775.31918493i               105565.84977145125+156932.6056885132i
1550                                              105987.22602681107+156446.08173964973i            105946.31138573034+156642.09135984193i            105955.82639436095+156835.85311579588i            106012.31100135256+157015.02795706148i            106109.3278627662+157168.6900556952i
1555                                              106493.50442897103+156680.01148260475i            106462.4882506864+156879.51929986704i             106482.29445237505+157074.15410009347i            106548.77094346311+157251.58993518256i            106654.81772447182+157401.09022770645i
1560                                              107001.52224601466+156912.30076335638i            106980.66477862248+157114.80196645219i            107010.88725929396+157309.75714670835i            107087.33657480679+157484.89084187592i            107202.25113595223+157629.694648777i
1565                                              107511.32503581366+157142.8693080411i             107500.86056456655+157347.8405531775i             107541.59436001918+157542.5517674171i             107627.9652525532+157714.8164154193i              107751.55336036289+157854.39370813538i
1570                                              108022.95478316622+157371.63235235182i            108023.09030533313+157578.53310097777i            108074.39941172888+157772.42597478797i            108170.60788673219+157941.25276815993i            108302.64315229795+158075.0801371567i
1575                                              108536.44953830527+157598.50077536405i            108547.36350578633+157806.77473036444i            108609.27998173186+157999.2665979663i             108715.20884962525+158164.0867630641i             108855.43279186485+158291.64941686715i
1580                                              109051.8430579066+157823.3812647655i              109073.68419540474+158032.45790216065i            109146.20736307958+158222.95962199755i            109261.7059091689+158383.2064068705i              109409.82814718652+158504.00019385293i
1585                                              109569.16445177431+158046.17651436772i            109602.05065819183+158255.4727064492i             109685.1464106103+158443.39054948368i             109810.03018858678+158598.5012581786i             109965.72876705577+158712.03470227376i
1590                                              110088.43783825113+158266.7854534566i             110132.45517899808+158475.7071788619i             110226.05540017213+158660.4447832737i             110360.10615450711+158809.862848473i              110523.02800529066+158915.65918935483i
1595                                              110609.68201181424+158485.10350769706i            110664.88380928758+158693.04764328222i            110768.88591365947+158874.00802843622i            110911.85163570145+159017.18511355316i            111081.6131781207+159114.78434157968i
1600                                              111132.91012594968+158701.02289081374i            111199.3161551507+158907.37907925487i             111313.58275225865+159083.96671115104i            111465.17787402838+159220.36483288786i            111641.36575559308+159309.325708647i
1605                                              111658.12939448029+158914.43292582652i            111735.72519048172+159118.5855125866i             111860.08388008796+159290.208412537i              112019.98960922114+159419.3020738696i             112202.16158765872+159499.2041217241i
1610                                              112185.34081435806+159125.22039440513i            112274.07709777645+159326.55042675033i            112408.32040025985+159492.62231425892i            112576.18519871909+159613.90063792357i            112763.8711652798+159684.3461029177i
1615                                              112714.5389127272+159333.26991237976i             112814.33113887084+159531.1571928051i             112958.21656498413+159691.09965334137i            113133.65677326202+159804.06850507885i            113326.35991647508+159864.68426227232i
1620                                              113245.71152104814+159538.46432940965i            113356.43955784566+159732.28951502498i            113509.68982102639+159885.5341827838i             113692.29042891061+159989.71827364078i            113889.48853687296+160040.15767889062i
1625                                              113778.8395784501+159740.685150221i               113900.34751770312+159929.83188940282i            114062.65089162932+160075.82263475255i            114251.96645542231+160170.76759130458i            114453.11335388046+160210.7122625938i
1630                                              114313.89696662768+159939.81297476488i            114445.99307236262+160123.6700717324i             114617.00389538985+160261.8651828098i             114812.55960075984+160347.13957424427i            115017.08672320606+160376.30109273925i
1635                                              114850.85037804449+160135.72795438004i            114993.30717505084+160313.69155206697i            115172.646502364+160443.56589971558i              115373.93937097222+160518.76321047262i            115581.25745608118+160536.88473057628i
1640                                              115389.65921886025+160328.31026088996i            115542.21372375062+160499.78603210492i            115729.47012726455+160620.83320716704i            115935.97036432252+160685.5737440167i             116145.47127501482+160692.43150230817i
1645                                              115930.27554783606+160517.4405652541i             116092.62964415285+160681.84590196106i            116287.36015907787+160793.58031381166i            116498.51263813543+160847.513036491i              116709.57129569491+160842.9177494217i
1650                                              116472.64405187448+160703.0005227121i             116644.4650099079+160859.76671288416i             116846.19622626192+160961.72563812972i            117061.42210634264+161004.52990276067i            117273.3985322254+160988.32804388943i
1655                                              117016.70205873168+160884.87326075733i            117197.6231999471+161033.44764242397i             117405.85249599222+161125.19321318885i            117624.5509656097+161156.5804177184i              117836.79242244175+161128.65536546148i
1660                                              117562.37958684513+161062.94386678515i            117752.00109183442+161202.79194860288i            117966.19800584717+161283.91306898693i            118187.7481471889+161303.62819136973i             118399.59137003229+161263.90123917715i
1665                                              118109.59943201246+161237.09987198404i            118307.48929016948+161367.70740989136i            118527.09702583989+161437.8215907164i             118750.85979171302+161445.64460970645i            118961.63329962944+161394.07583124677i
1670                                              118658.27729032065+161407.23172829818i            118863.97238838219+161528.10674785508i            119088.40944831737+161586.8618491545i             119313.72974367558+161582.6090392834i             119522.75622123426+161519.1980020334i
1675                                              119208.32191622618+161573.2332752309i             119421.32926226394+161683.90802952982i            119649.99120313556+161730.98390137224i            119876.20006208283+161714.50899369715i            120082.79879961128+161639.2953149902i
1680                                              119759.63531464443+161735.00219374103i            119979.43339291583+161835.03504693814i            120211.69469518834+161870.14505927148i            120438.11154384472+161841.34026052564i            120641.60092500156+161754.40400144353i
1685                                              120312.11296537452+161892.44044424754i            120538.15321696135+161981.41767131243i            120773.36926114783+162004.31012430083i            120999.304255987+161963.10698784547i              121199.00428055634+161864.56888099023i
1690                                              120865.64407817353+162045.45468640965i            121097.35250131767+162122.99217992506i            121334.86164219772+162133.45158688654i            121559.61807304638+162079.82172965078i            121754.85290279314+161969.84323798938i
1695                                              121420.11187633958+162193.95667826766i            121656.89073991952+162259.70155379546i            121896.01646933754+162257.54978948896i            122118.89321572294+162191.5054501494i             122308.99373081708+162070.28865502233i
1700                                              121975.39390674795+162337.86365279762i            122216.62356944034+162391.49574476058i            122456.67675802755+162376.59305286084i            122676.97078706828+162298.18748711728i            122861.27714037827+162165.9748047346i
1705                                              122531.36237397563+162477.09867009582i            122776.40320114854+162518.33191082088i            123016.68440840098+162490.57776449216i            123233.69330253697+162399.90547502445i            123411.55745935449+162256.97920158127i
1710                                              123087.88449603868+162611.5909437585i             123336.07886594128+162640.17461892805i            123575.88070813361+162599.50843066946i            123788.90521030335+162496.7052290121i             123959.6934607911+162343.38691583127i
1715                                              123644.82287937489+162741.27614023272i            123895.49726950431+162756.9960147827i             124134.10683441666+162703.39769062222i            124342.45339846145+162588.64059111915i            124505.54883063832+162425.29025208045i
1720                                              124202.03591050353+162866.09665023102i            124454.50305485027+162868.77595958623i            124691.20435173351+162802.26629561573i            124894.18768604004+162675.7732405748i             125048.99260710101+162502.78839506808i
1725                                              124759.3781618379+162986.0018316628i              125012.93926914012+162975.50213345455i            125247.01570285679+162896.14305244602i            125443.96129485845+162758.1724700622i             125589.89958916733+162575.9870258115i
1730                                              125316.70080931587+163100.94822351576i            125570.64783238481+163077.17010664218i            125801.38468995877+162985.06473359422i            125991.63129959651+162835.91493048263i            126128.1507121008+162644.99791134818i
1735                                              125873.85205926784+163210.89973065766i            126127.47000507901+163173.78337853216i            126354.15694330168+163069.07595496086i            126537.05905393211+162909.08434654603i            126663.63338811912+162709.93847133048i
1740                                              126430.67758251801+163315.82777991914i            126683.24685270843+163265.35338558623i            126905.1803753635+163148.22902387806i             127080.11059050584+162977.77120597i               127196.24181091145+162770.93132494876i
1745                                              126987.02095305755+163415.71144671753i            127237.81970460851+163351.89947949076i            127454.30561810547+163222.58375815678i            127620.65699341704+163042.0724251342i             127725.8772229212+162828.1038219601i
1750                                              127542.72408981057+163510.5375539361i             127791.03060521651+163433.4488764301i             128001.38644175255+163292.20727954913i            128158.5747415968+163102.09099399103i             128252.44814487026+162881.58756105544i
1755                                              128097.62769916514+163600.30074286024i            128342.7227559848+163510.03657908278i             128546.28015351326+163357.1737827905i             128693.74602243773+163157.9356032801i             128775.87056735349+162931.51789936156i
1760                                              128651.5717165159+163685.0035174336i              128892.740946216+163581.70527257965i              129088.84797505684+163417.56428299312i            129226.059014765+163209.72025689125i              129296.06810446488+162978.03345625033i
1765                                              129204.39574538+163764.65626106015i               129440.9319714077+163648.50519636224i             129628.95539766531+163473.46634363048i            129755.40814112127+163257.56387226487i            129812.9721102253+163021.27561505252i
1770                                              129755.93949245442+163839.2772294794i             129987.1450379826+163710.4939930705i              130166.47251453252+163524.97378721877i            130281.69428908761+163301.5898717477i             130326.52175838007+163061.38802557197i
1775                                              130306.0431973127+163908.89251816273i             130531.23215329861+163767.7365363697i             130701.27432960171+163572.1863908877i             130804.82500212618+163341.9257673708i             130836.66408689259+163098.5161104844i
1780                                              130854.54805550523+163973.5360065817i             131073.04850025818+163820.3047392154i             131233.2410428166+163615.20956921382i             131324.71464034295+163378.70274183538i            131343.3540083212+163132.806578374i
1785                                              131401.29663403623+164033.24927975703i            131612.45279565253+163868.27734396633i            131762.2583116185+163654.1540462953i              131841.28451199285+163412.05522787984i            131846.5542876497+163164.40694582887i
1790                                              131946.13327836094+164088.08152809873i            132149.30763196383+163911.73969611133i            132288.21748916077+163689.13551856333i            132354.46297658092+163442.12048840482i            132346.23548957336+163193.46507080956i
1795                                              132488.90450961547+164138.08942692724i            132683.47980200083+163950.78350296232i            132811.01583907244+163720.27431105488i            132864.18552074904+163469.03819917754i            132842.37589696422+163220.12869960896i
1800                                              133029.4594119689+164183.3369956694i              133214.84060730573+163985.50657816243i            133330.55672781207+163747.69502786096i            133370.39480809504+163492.95003608172i            133334.96140208008+163244.54502835663i
1805                                              133567.65000889965+164223.89543865912i            133743.266146716+164016.012574765i                133846.74979459576+163771.52619897467i            133873.0407043561+163513.999268327i               133823.98537383415+163266.8602814691i
1810                                              134103.33162787886+164259.84296785487i            134268.63759089116+164042.41070621397i            134359.5111000588+163791.89992441647i             134372.08027922545+163532.33035914597i            134309.4485017092+163287.21930745628i
