% Model:              ParameterStudy_2Array_bu_V2.mph
% Version:            COMSOL 5.2.0.166
% Date:               May 29 2017, 18:22
% Table:              Table 1 - bu_b (acpr.p_t*2*pi*r)
% freq (Hz)                                       g=0.02, acpr.p_t*2*pi*r (N)                       g=0.04, acpr.p_t*2*pi*r (N)                       g=0.06, acpr.p_t*2*pi*r (N)                       g=0.08, acpr.p_t*2*pi*r (N)                       g=0.1, acpr.p_t*2*pi*r (N)                        g=0.12, acpr.p_t*2*pi*r (N)                       g=0.14, acpr.p_t*2*pi*r (N)                       g=0.16, acpr.p_t*2*pi*r (N)                       g=0.18, acpr.p_t*2*pi*r (N)                       g=0.2, acpr.p_t*2*pi*r (N)
2440                                              123881.72434028954+110778.66015572511i            123650.67398224406+110552.17595129203i            123389.41731375708+110445.25079423297i            123120.26056473267+110442.69392294667i            122890.94620348873+110539.1969607472i             122726.39167321371+110705.3374339008i             122644.84644832346+110907.91322211133i            122651.29179367302+111111.89095651718i            122743.05166690794+111290.07298849511i            122888.91121600044+111407.45160573481i
2445                                              124294.954203965+110618.47186141985i              124058.10731771105+110398.56760123305i            123793.8453764963+110299.57398483474i             123524.63949348894+110305.1552443891i             123298.07256188888+110408.81302193897i            123138.45638103966+110580.13979929684i            123063.13891446365+110785.23444093943i            123076.00726313602+110988.77130744535i            123173.29491221983+111163.7092254522i             123322.79207458618+111275.68983038138i
2450                                              124706.59979909394+110455.82837459916i            124464.18506360345+110242.66219889729i            124197.18268421982+110151.69001757355i            123928.1955036406+110165.42081690076i             123704.61186062086+110276.16637204427i            123550.10524438917+110452.54642373472i            123481.09583969782+110659.98473028105i            123500.36186709917+110862.89705744137i            123603.04756877264+111034.43688269646i            123755.96778971446+111140.93144261223i
2455                                              125116.61417132178+110290.74411675218i            124868.86436380688+110084.46447798687i            124599.3894649972+110001.59345078064i             124330.89043909356+110023.4754831145i             124110.52585830368+110141.23362444098i            123961.29832763644+110322.52824155966i            123898.67449730444+110532.13286939292i            123924.30996177025+110734.23901564842i            124032.26225476629+110902.23306376938i            124188.39177470727+111003.16341676832i
2460                                              125524.94983016534+110123.23718736254i            125272.10132154498+109923.98278790232i            125000.4244518483+109849.28232621436i             124732.68427047915+109879.30738993608i            124515.77416615363+110003.99449312591i            124371.99340955178+110190.05907501369i            124315.8299049878+110401.6503031796i              124347.80387038822+110602.7704052157i             124460.88997119339+110767.0769645902i             124620.0163995897+110862.37437960261i
2465                                              125931.5591294676+109953.32947083071i             125673.85138494377+109761.2292304275i             125400.24526116213+109694.75832730767i            125133.53545545884+109732.9081594182i             124920.31458146423+109864.43196693501i            124782.14628258828+110055.11580095951i            124732.51508432126+110268.51129229457i            124770.79409686047+110468.46698554252i            124888.88026310949+110628.94995841871i            125050.79309197684+110718.55465393377i
2470                                              126336.39466114549+109781.04670377697i            126074.06974765014+109596.2197557813i             125798.80878659428+109538.02689721793i            125533.4013145954+109584.27302130002i             125324.1034354289+109722.5324480376i              125191.71106476833+109917.67848717741i            125148.68132965815+110132.69303625812i            125193.22954527581+110331.3071529952i             125316.1813827291+110487.83566542194i             125480.6724363118+110571.69629019035i
2475                                              126739.40965811771+109606.41850094016i            126472.71176012159+109428.97421637013i            126196.07160486319+109379.09731493713i            125932.23841946413+109433.40090591779i            125727.09595167864+109578.28585373268i            125600.64052046285+109777.73049512641i            125564.27848361543+109994.17576903128i            125615.0577430128+110191.27202011822i             125742.74045278707+110343.72000773462i            125909.60426980274+110421.79309255487i
2480                                              127140.5584020738+109429.47833899094i             126869.73334721017+109259.51637707991i            126591.99038816107+109217.98272879914i            126330.00298346588+109280.29449346631i            126129.24661151033+109431.68568062237i            126008.88638670465+109635.25854983045i            125979.25521628922+109852.94282690613i            126036.22506528378+110048.34547355786i            126168.50362880083+110196.59125021553i            126337.53777491048+110268.84063812233i
2485                                              127539.79663167254+109250.2634970655i             127265.09142754212+109087.87388162657i            126986.52231996022+109054.70014660693i            126726.65126714298+109124.96022936123i            126530.50952207416+109282.7290309204i             126416.39970172677+109490.2527766632i             126393.55930548497+109708.98068901118i            126456.67695913168+109902.5142112987i             126593.41625906702+110046.44002825343i            126764.42156787921+110112.83629180977i
2490                                              127937.08194667491+109068.81495434653i            127658.74433007582+108914.07817450876i            127379.62550800064+108889.27038104214i            127122.13996705241+108967.40828803065i            126930.83878350763+109131.4166008653i             126823.13113224064+109342.70670495387i            126807.13791515048+109562.2789907524i             126876.35816478373+109753.76775972471i            127017.42304123851+109893.25936284421i            127190.20378348291+109953.77921578269i
2495                                              128332.37420342855+108885.17724495953i            128050.65220321725+108738.16437906597i            127771.25939189688+108721.71795372039i            127516.42661058348+108807.65250309669i            127330.18885123635+108977.75263165205i            127229.0312963398+109192.61723915917i             127219.93786944114+109412.83051096735i            127295.21293277637+109602.09847155152i            127440.46817456209+109737.04466447805i            127614.83215531573+109791.67037665118i
2500                                              128725.63589739609+108699.39827033882i            128440.77741186963+108560.1711322264i             128161.38513923036+108552.07095440807i            127909.4699364077+108645.71025404024i             127728.51488960176+108821.74482372576i            127634.05107848952+109039.984598576i              127631.90591997693+109260.63113368767i            127713.18523495422+109447.50150544316i            127862.49550711326+109577.79372651484i            128038.25409275407+109626.51255000495i
2505                                              129116.8325280736+108511.5290712153i              128829.08491797747+108380.14037734186i            128549.96602653686+108380.3608602678i             128301.23026199255+108481.60231447796i            128125.77311320463+108663.40421559375i            128038.14193400208+108884.81222659271i            128042.98900391813+109105.67978571235i            128130.21896803266+109289.97478854972i            128283.4486772907+109415.50670910724i             128460.41675397869+109458.31032357631i
2510                                              129505.93294195729+108321.6235601162i             129215.54264010627+108198.11711654802i            128936.96780091252+108206.62231474902i            128691.66983318224+108315.3526624828i             128521.92111237471+108502.74502875599i            128441.25617965567+108727.10667086174i            128453.13449052887+108947.97835137388i            128546.25814824333+109129.51896318454i            128703.27124929613+109250.18611482014i            128881.26711625748+109287.0700996333i
2515                                              129892.90964965141+108129.73821712466i            129600.12178789415+108014.14912506235i            129322.35901770992+108030.8928691609i             129080.7531522603+108146.9882556379i              128916.91815946449+108339.78448054382i            128843.34726759982+108566.877437138i              128862.29041459109+108787.5315660114i             128961.24709586636+108966.13731892532i            129121.9068417556+109081.83675661533i             129300.75204338755+109112.8000972792i
2520                                              130277.73911288605+107935.93175087469i            129982.79716729363+107828.28662982475i            129706.11135088514+107853.2126882514i             129468.44728071224+107976.53877244296i            129310.7254927341+108174.54256714198i             129244.37004127228+108404.13681570225i            129270.40569454727+108624.34689000003i            129375.13060891748+108799.83571153472i            129539.29925074366+108910.46572008452i            129718.81835150183+108935.5103552833i
2525                                              130660.40199796445+107740.2647285355i             130363.54745281822+107640.58195562393i            130088.19987209691+107673.62422481609i            129854.72211351091+107804.03632384102i            129703.3065751629+108007.04181981344i             129644.28096864061+108238.89968797022i            129677.43033335458+108458.43436511011i            129787.85412469796+108630.62247032582i            129955.39256475789+108736.08231939643i            130135.4128734282+108755.21273543984i
2530                                              131040.88339196892+107542.79917752276i            130742.35542369286+107451.08914201742i            130468.60329545541+107492.1718640885i             130239.55062178745+107629.5151369418i             130094.62732537497+107837.30703465424i            130043.03835318843+108071.18331050925i            130083.3156022293+108289.8064551679i              130199.36386886888+108458.50829510752i            130370.13127413666+108558.69804929142i            130550.48252273908+108571.92092723414i
2535                                              131419.17297904592+107343.598163089i              131119.20816029914+107259.86353467015i            130847.30418470262+107308.9015436736i             130622.90906120074+107453.01121493026i            130484.65631818576+107665.36498504879i            130440.6025193103+107901.00708156507i             130488.01420379455+108118.47787332849i            130609.60699141643+108283.50614460328i            130783.46037353677+108378.32653307635i            130963.97435800395+108385.65045329939i
2540                                              131795.26517374153+107142.7253458901i             131494.09719858796+107066.9613556771i             131224.28912037887+107123.8603517036i             131004.77714368016+107274.56197663107i            130873.36495339821+107491.24411107929i            130836.93597125691+107728.39229286597i            130891.48041580254+107944.46539792289i            131018.53168929192+108105.63111753282i            131195.32545836084+108194.98346776557i            131375.83564801284+108196.41867611744i
2545                                              132169.15920934617+106940.24452376344i            131867.01864009537+106872.43925683979i            131599.5488248598+106937.09610781228i             131385.13817051027+107094.20587973288i            131260.72759052264+107314.9741975155i             131232.00352404336+107553.36186911432i            131293.67021326782+107767.7876792925i             131426.0873151889+107924.90032809092i             131605.6728150959+108008.68656672143i             131786.01393888926+108004.24480535657i
2550                                              132540.85917941487+106736.21916255861i            132237.97321571506+106676.35386042613i            131973.07824327127+106748.65693142486i            131763.9791251833+106911.9820315331i              131646.72164868453+107136.58603984282i            131625.77240582788+107375.94009833568i            131694.54136963375+107588.46503987773i            131832.2244729552+107741.33277706249i             132014.4495062721+107819.45550069149i             132194.45712347847+107809.14990598876i
2555                                              132910.37403119006+106530.71192089627i            132606.96630187507+106478.76129286698i            132344.87657929794+106558.59080206246i            132141.29072505448+106727.92979186882i            132031.32767016054+106956.11110280624i            132018.21233088715+107196.15235623858i            132094.05353569647+107406.51926973877i            132236.89509937083+107554.94922029365i            132421.60345018+107627.3118375256i                132601.1135138885+107611.15690617304i
2560                                              133277.71751003322+106323.7841737124i             132974.00788840195+106279.71671550057i            132714.9472848631+106366.9451160387i              132517.06743085597+106542.08837216646i            132414.52934810592+106773.58117547623i            132409.29554301134+107014.02482747752i            132492.168297188+107221.97341970097i              132640.0525326743+107365.77203543781i             132827.08349598874+107432.27898108825i            133005.9319177166+107410.29060500611i
2565                                              133642.9080548231+106115.49553994797i             133339.11249761243+106079.27385873748i            133083.29800355836+106173.76624482214i            132891.30741410723+106354.49643521712i            132796.31351721287+106589.0280269115i             132798.9968295216+106829.58422728036i             132888.84921089487+107034.85159524885i            133041.6515682596+107173.8250885007i              133230.83949455654+107234.38210945549i            133408.86171830283+107206.57767892996i
2570                                              134005.96864441826+105905.9034194382i             133702.29905514675+105877.48456288267i            133449.94046793555+105979.09909972541i            133264.01248250803+106165.19170030161i            133176.6701085348+106402.48306578863i             133187.29350612513+106642.85752615312i            133284.06181967628+106845.17875163819i            133441.6485018221+106979.13360237666i             133632.82236572777+107033.64811309513i            133809.85295941628+107000.04668647776i
2575                                              134366.92659602125+105695.06254431274i            134063.59071299408+105674.39833264447i            133814.89035151066+105782.98670770891i            133635.18796416512+105974.21055769948i            133555.59206858705+106213.97700793167i            133574.16537353967+106453.8716809112i             133677.77364736566+106652.98049409347i            133840.00116130794+106781.72402580675i            134032.98416222451+106830.1055325258i             134208.85643521723+106790.7280700732i
2580                                              134725.8133173794+105483.02454956256i             134423.01462641367+105470.06190918258i            134178.1670767341+105585.46980325253i             134004.8425517115+105781.58769709014i             133933.07524435598+106023.53955577043i            133959.59464675433+106262.6533748464i             134069.9541743628+106458.28288396435i             134236.6689274762+106581.62390701858i             134431.27813089642+106623.78449601008i            134605.82378418357+106578.65415483307i
2585                                              135082.66401371136+105269.83756832073i            134780.6016863662+105264.5188648048i              134539.7935805691+105386.58644070361i             134372.98810818297+105587.35575430136i            134309.1182353103+105831.19909245877i             134343.56585839888+106069.22876961321i            134460.57479500465+106261.11225316396i            134631.6127444686+106378.86177065044i             134827.6587717854+106414.71665689615i             135000.70758917733+106363.85914230386i
2590                                              135437.5173531658+105055.54585636772i             135136.38621005917+105057.8092252739i             134899.7960402285+105186.37163165276i             134739.63943649826+105391.54497948989i            134683.722214634+105636.98239507056i              134726.06573786717+105873.62327179154i            134849.60875798788+106061.49502828413i            135024.7951212173+106173.46699978202i             135222.08189520758+106202.93513071342i            135393.46148121878+106146.37909939187i
2595                                              135790.41509287758+104840.18944997889i            135490.4055923756+104849.9691237275i              135258.2035615629+104984.85701142854i             135104.81401534288+105194.18293164062i            135056.89072163566+105440.91436915088i            135107.08306798348+105675.86131613354i            135237.03109206422+105859.45756646234i            135416.1801245916+105965.4697232175i              135614.50467750098+105988.47443154264i            135784.04024930834+105926.25194053067i
2600                                              136141.4016695552+104623.80386179204i             135842.69992169272+104641.0304906466i             135615.0478333959+104782.0705386104i              135468.53170413125+104995.29420191307i            135428.6294283338+105243.01780759485i             135486.60852150744+105475.96616774303i            135622.81851630684+105655.02600292437i            135805.73336528768+105754.90070879702i            136004.88571564734+105771.37040760755i            136172.3999530999+105703.51740272444i
2605                                              136490.52375841996+104406.41981827293i            136193.3115639636+104431.02078336664i             135970.3627514689+104578.03623102489i             135830.8144205319+104794.90016938891i             135798.94588254645+105043.31317684217i            135864.63447971348+105273.95974501496i            136006.94934050506+105448.22611362113i            136193.42197728824+105541.79126272188i            136393.18508095187+105551.66017552151i            136558.49804047035+105478.21701227954i
2610                                              136837.82980510095+104188.06304196577i            136542.2847190127+104219.96275847928i             136324.1840158914+104372.77394131759i             136191.68579400732+104593.018791706i              136167.84923106403+104841.81843216291i            136241.154835634+105069.86246513197i              136389.40335380315+105239.0831914077i             136579.21459281654+105326.17313582926i            136779.3643722184+105329.38205288307i             136942.29346767455+105250.39404223078i
2615                                              137183.36953490018+103968.75408171769i            136889.66495415408+104007.87429019439i            136676.5487063391+104166.29917472486i             136551.17079937592+104389.66443318567i            136535.3499261089+104638.54886407725i             136616.16478464537+104863.6931127465i             136770.16170553231+105027.62193788817i            136963.08131209482+105108.078435583i              137163.38676817922+105104.57548869294i            137323.74682231835+105020.09345988235i
2620                                              137527.19344485446+103748.50819293653i            137235.4987194359+103794.76823641913i             137027.49483982028+103958.62295129352i            136909.2953744097+104184.84773195616i             136901.4594183435+104433.51697703837i             136989.66060515904+104655.46873374046i            137149.20677958473+104813.86637093086i            137344.99367066275+104887.5395449279i             137545.2170794513+104877.28099103106i             137702.82044730178+104787.36186316649i
2625                                              137869.35228354507+103527.33526975394i            137579.83285011526+103580.65235497206i            137377.0609154047+103749.75171408108i             137266.08602579258+103978.5755076917i             137266.18984054952+104226.73240197613i            137361.63943203792+104445.20455353097i            137526.52206433716+104597.83974774764i            137724.9246040711+104664.58904715668i             137924.82179978216+104647.54005155561i            138079.4785656636+104552.24740556008i
2630                                              138209.89652448657+103305.23983044905i            137922.71406125044+103365.52927078618i            137725.28545123248+103539.68728451911i            137621.56942788442+103770.85071084302i            137629.55368543937+104018.2018431152i             137732.0990263179+104232.91392151787i             137902.09201971436+104379.56450396653i            138102.8484110511+104439.25965634752i             138302.16915636824+104415.39506610163i            138453.68740430393+104314.79970866736i
2635                                              138548.87583845056+103082.22105664699i            138264.1884402787+103149.39649480893i             138072.20651857124+103328.42686556512i            137975.7720186976+103561.67241382207i             137991.5634808209+103807.92905803659i             138101.03754312187+104018.6082801288i             138275.90194368945+104159.06220783897i            138478.74071598402+104211.58415318507i            138677.22915890793+104180.88925103487i            138825.4153158255+104075.06976180385i
2640                                              138886.33857059217+102858.27288605453i            138604.30094259957+102932.24649462974i            138417.861278131+103115.96309250935i              138328.71959761422+103351.03584386602i            138352.23146705897+103595.9148734115i             138468.4533006872+103802.29715894634i             138647.93783947066+103936.35352942816i            138852.5784310922+103981.59532539824i             139049.97364692835+103944.06655463083i            139194.63289672357+103833.10980865388i
2645                                              139222.33122776158+102633.38415860056i            138943.09489586586+102714.06681633143i            138762.28552358717+102902.28413108742i            138680.43692913515+103138.93245726716i            138711.5692791803+103382.15723324209i             138834.3445543877+103583.98819349073i             139018.18628514634+103711.45822381465i            139224.339718926+103749.32591226048i              139420.37633473924+103704.9715631672i             139561.3131007304+103588.97322050403i
2650                                              139556.89798204275+102407.53881434265i            139280.61151825622+102494.84025625723i            139105.5132369207+102687.37382135831i             139030.94735726356+102925.35005372549i            139069.58763786405+103166.65127938762i            139198.70927637286+103363.68716673978i            139386.63430723912+103484.39512783368i            139594.0039554333+103514.80855231585i             139788.41285341227+103463.64940125193i            139925.43134524385+103342.7143556741i
2655                                              139890.0801952761+102180.71614142238i             139616.8894557197+102274.54508130212i             139447.57616168185+102471.21186695488i            139380.27243423637+102710.27292921806i            139426.2960523221+102949.3894635549i              139561.5449445635+103141.39807245007i             139753.26925937666+103255.18216846227i            139961.55169379243+103278.07573384086i            140154.06078877297+103220.14562603294i            140286.9656097601+103094.38840600253i
2660                                              140221.91597032952+101952.89107169332i            139951.96434379194+102053.1552953616i             139788.50339626195+102253.77406556091i            139728.43156782936+102493.68206577923i            139781.70253830292+102730.361688132i              139922.84834250566+102917.12319935225i            140118.07870712766+103023.83638257733i            140326.96462897203+103039.15974694586i            140517.29971465733+102974.5061152223i             140645.8965239721+102844.05123012699i
2665                                              140552.43973374699+101724.03452111378i            140285.868397757+101830.64094832989i              140128.32101393834+102035.03258000217i            140075.44169085255+102275.55535540557i            140135.81335395607+102509.5554742937i             140282.6153721638+102690.8632334731i              140481.05031964777+102790.37394635267i            140690.2255628628+102798.09263723099i             140878.11122023518+102726.77694869369i            141002.2074442855+102591.7591743628i
2670                                              140881.68185418815+101494.11377123832i            140618.63003587912+101606.96848638663i            140467.051712166+101814.95624580096i              140421.3169559366+102055.86785545386i             140488.63275615923+102286.95615428171i            140640.8408810487+102462.61737735913i             140842.17176959626+102554.8102130144i             141051.31836988754+102554.906159582i              141236.47893045418+102477.00428391232i            141355.8845167311+102337.56888200092i
2675                                              141209.6683011219+101263.09288811187i             140950.2735402729+101382.10113718377i             140804.714495161+101593.51091203862i              140766.06845886138+101834.59207286853i            140840.16277943522+102062.54708723699i            140997.51850537924+102232.38348420191i            141201.4306402713+102317.15975753922i             141410.22796223278+102309.6317320453i             141592.38851828728+102225.23422529065i            141706.91672460717+102081.53709188128i
2680                                              141536.42034734364+101030.93317397512i            141280.81875795766+101155.99932801352i            141141.32439268616+101370.6598118676i             141109.70399283827+101611.6982732525i             141190.40303954933+101836.30989179935i            141352.64052988993+102000.15820407658i            141558.814341684+102077.4364273705i               141766.94025465383+102062.30038942839i            141945.82770774592+101971.5126880762i             142055.295919429+101823.72042774537i
2685                                              141861.95431835068+100797.59364724004i            141610.28084540434+100928.6211315299i             141476.89221808146+101146.3639584385i             141452.22783595521+101387.15481154171i            141539.3505626246+101608.22469731969i             141706.19776537138+101765.93714101014i            141914.31003467875+101835.65339725981i            142121.44212772118+101812.94273586248i            142296.78626637478+101715.88525725852i            142401.01683324302+101564.17517976652i
2690                                              142186.28139105224+100563.03154580417i            141938.67005992302+100699.92273483046i            141811.42436740556+100920.58256207478i            141793.64057355453+101160.92848079622i            141886.9996422632+101378.27040841106i             142058.17944419867+101529.71501798456i            142267.90456304612+101591.82322757663i            142473.72138912123+101561.58889664683i            142645.25598613493+101458.39704246368i            142744.07707137006+101302.95707952483i
2695                                              142509.40744554767+100327.2028476703i             142265.99159839618+100469.858925591i              142144.92266164653+100693.27346414243i            142133.93895685486+100932.98487456345i            142233.34172368728+101146.42497757575i            142408.5731342014+101291.48584817392i             142619.5843935766+101345.9579245957i              142823.76673201786+101308.26846877827i            142991.2306515251+101199.09252975104i             143084.47708387682+101040.12107151825i
2700                                              142831.33296838976+100090.06280480271i            142592.24548634674+100238.38359241349i            142477.38423315072+100464.39358306308i            142473.1157986951+100703.28875998303i             142578.36531670316+100912.66568735628i            142757.3646705899+101051.24310998533i             142969.33556310684+101098.06900235292i            143171.5676896101+101053.01047126786i             143334.7059940513+100938.01543173585i             143422.2201153063+100775.72108221384i
2705                                              143152.0530115518+99851.56648327991i              142917.42651722473+100005.45023183241i            142808.80145701588+100233.89936781242i            142811.15990669542+100471.8044562275i             142922.0559370262+100676.96943495456i             143104.5381058708+100808.97992441474i             143317.14363237855+100848.16754427314i            143517.11458543496+100795.84329454445i            143675.679632043+100675.20853733762i              143757.31213109824+100509.80978950323i
2710                                              143471.5572054104+99611.66930480722i              143241.5242425947+99771.01245858733i              143139.16192763837+100001.74725421258i            143148.0560540835+100238.49621591165i             143264.3960755389+100439.31301951423i             143450.07567691663+100564.68923234098i            143662.99364551972+100596.26426512815i            143860.39847788538+100536.79465012692i            144014.15099528662+100410.71356276021i            144089.7617210101+100242.43839505885i
2715                                              143789.8298263179+99370.3275839455i               143564.52301327878+99535.02451312145i             143468.4484801797+99767.89411941275i              143483.78498750937+100003.3286044244i             143605.3651951221+100199.67342661302i             143793.95778875856+100318.36397049064i            144006.87009477592+100342.36957222388i            144201.41109935005+100275.89152147085i            144350.1212337889+100144.57100560873i             144419.57997865372+99973.65640234113i
2720                                              144106.84991763625+99127.49905538166i             143886.40207008808+99297.44176061271i             143796.63925619767+99532.29773014049i             143818.3234711919+99766.26687439255i              143944.93975414283+99958.02810908348i             144136.1630139748+100069.99724443624i             144348.75688957897+100086.49362422606i            144540.1447882795+100013.16011612673i             144683.59311059274+99876.82000410283i             144746.78035760243+99703.5114023984i
2725                                              144422.59146312892+98883.14338568012i             144207.1356835076+99058.22117814029i              144123.70781223915+99294.91718022701i             144151.64436626446+99527.27733140858i             144283.09325549606+99714.35526099843i             144476.6681068777+99819.5824973569i               144688.63732909094+99828.6463936i                 144876.59241457758+99748.62582157236i             145014.57087841476+99607.49820303918i             145071.37850419426+99432.04887097473i
2730                                              144737.02361050347+98637.22266481766i             144526.69334033274+98817.32182377917i             144449.62326974972+99055.71331344836i             144483.7167436249+99286.32768747902i              144619.7963196997+99468.6340827254i               144815.44803112102+99567.11367341748i             145026.49407727498+99568.83771975109i             145210.7472973058+99482.31316301771i              145343.06014056303+99336.64162903337i             145393.3920681294+99159.31198003519i
2735                                              145050.11094284197+98389.70187196i                144845.03997470677+98574.70528161261i             144774.35050428132+98814.6491275525i              144814.50602876584+99043.38739982052i             144955.01678081494+99220.84503497236i             145152.47599999388+99312.58537498397i             145362.30914066537+99307.07737033776i             145542.6031157212+99214.24576971868i              145669.06769647723+99064.28457705046i             145712.8404915127+98885.34142334096i
2740                                              145361.81379494033+98140.54931121804i             145162.1362416289+98330.33608681307i              145097.8503717162+98571.69015611564i              145143.97417625884+98798.42799142812i             145288.71980318663+98970.970080033i               145487.7235278059+99055.99301284316i              145696.06384717085+99043.37509655886i             145872.15381227058+98944.44634471768i             145992.6013728995+98790.45950991538i              146029.7447783526+98610.17526439074i
2745                                              145672.0886111507+97889.73701280456i              145477.93882909702+98084.18211127342i             145420.0799685979+98326.80482458332i              145472.0798718355+98551.42335160956i              145620.86801758665+98718.99290883215i             145821.16049151833+98797.33294909023i             146027.738826365+98777.74069061261i               146199.39348928386+98672.93664432384i             146313.66984160026+98515.1969735662i              146344.12724578936+98333.84880451208i
2750                                              145980.88834094448+97637.24109587396i             145792.4008059799+97836.21492202314i              145740.9929238543+98079.9647778034i               145798.77875941413+98302.35001377651i             145951.42167458474+98464.89915223983i             146152.75520142287+98536.6026320894i              146357.31399046732+98510.18404344778i             146524.316299288+98399.73746666328i               146632.28242534844+98238.52552955241i             146656.0112598177+98056.39447387376i
2755                                              146288.16286813514+97383.04208936056i             146105.47200167342+97586.41010017882i             146060.53971841448+97831.14517622715i             146124.02369063563+98051.18740880521i             146280.33881349524+98208.67657579517i             146482.47447968874+98273.80072376056i             146684.76851623872+98240.71520422415i             146846.91632973502+98124.86865047482i             146948.44889363265+97960.47170623572i             146965.42095691897+97777.84175096391i
2760                                              146593.85946919353+97127.12520782372i             146417.0994136601+97334.74752016645i              146378.66802957506+97580.32495848513i             146447.7649940081+97797.91809225934i              146607.5754448852+97950.31525687983i              146810.28374607672+98008.92721857586i             147010.08082761284+97969.34444144029i             147167.18748355607+97848.34908616311i             147262.17925021486+97681.05997169449i             147272.38095605877+97498.21710754167i
2765                                              146897.92329594382+96869.48057968989i             146727.22763870182+97081.21158689522i             146695.32309628816+97327.48706879056i             146769.95076100147+97542.52794434967i             146933.08574477662+97689.80774380153i             147136.14710975564+97741.98355498265i             147333.22857943742+97696.0823071013i              147485.12335665835+97570.19673981385i             147573.48351477407+97400.31272733962i             147576.91606201883+97217.54398551791i
2770                                              147200.29787785042+96610.10342573085i             147035.79932316436+96825.79142858787i             147010.44810192825+97072.6186466174i              147090.5271461831+97285.00634130526i              147256.82225873682+97427.14919625342i             147460.027466565+97472.97271867513i               147654.1886426429+97420.93970403103i              147800.71711371432+97290.4286909514i              147882.37150107924+97118.25032623627i             147879.05096507218+96935.84280210517i
2775                                              147500.9256385009+96348.99418638006i              147342.75562819498+96568.48104430405i             147323.984570396+96815.7111794288i                147409.4386785352+97025.34629770827i              147578.73611401292+97162.3375070935i              147781.88660113956+97201.8993386002i              147972.93709151636+97143.92795716767i             148113.9613642675+97009.06118532692i              148188.8525943064+96834.89111464877i              148178.80993915763+96653.13098808906i
2780                                              147799.74842136973+96086.15859660957i             147648.03670489794+96309.27940492723i             147635.87277232943+96556.76061520644i             147726.6285810918+96763.5445792369i               147898.77723795426+96895.37340505997i             148101.68529311768+96928.76977565735i             148289.44919361034+96865.05888907774i             148424.8480407647+96726.10970278033i              148492.93553038326+96550.25149849502i             148476.21654277272+96369.42305711593i
2785                                              148096.7080193843+95821.60770776185i              147951.58217500165+96048.1905058572i              147946.0521368487+96295.76743654834i              148042.0390962761+96499.60178573485i              148216.89458124322+96626.26053888693i             148419.38342756743+96653.59220395358i             148603.69940333432+96584.34490042698i             148733.3682803403+96441.58904038223i              148794.6281801059+96264.34603391842i              148771.29332567143+96084.73070674192i
2790                                              148391.74670299885+95555.3578567897i              148253.3316124629+95785.22337541904i              148254.46166581774+96032.73669533449i             148355.61181381473+96233.52240438377i             148533.03634419618+96355.00554252636i             148734.9401087814+96376.37668558746i              148915.66135999365+96301.79905495992i             149039.5123129227+96155.51341178475i              149093.93734112498+95977.18754366368i             149064.06154561343+95799.06295118926i
2795                                              148684.80774172043+95287.43058267365i             148553.22502081632+95520.39203330806i             148561.04034623556+95767.67800784818i             148667.2879989873+95965.3148337352i               148847.15020472216+96081.61808221338i             149048.31377750155+96097.13523850142i             149225.3078913837+96017.43516923077i              149343.2693570666+95867.89656115603i              149390.86854064412+95688.78725606286i             149354.5408979623+95512.4262841422i
2800                                              148975.83591358425+95017.85249175584i             148851.20330282813+95253.71540425i                148865.72755761718+95500.60551252066i             148977.0089183267+95694.99137872347i              149159.18354669292+95806.11088534452i             149359.46233153905+95815.88189790472i             149532.61102394268+95731.26790760674i             149644.62752612776+95578.75189217298i             149685.4258517195+95399.15496770531i              149642.74926204846+95224.82487036356i
2805                                              149264.7779979005+94746.6550729483i               149147.20871691176+94985.21718772588i             149168.46347030974+95231.53778819944i             149284.71616050688+95422.56821769483i             149469.0836872459+95528.49975188063i              149668.34324945524+95532.63277111795i             149837.5420006752+95443.31288072027i              149943.5737465629+95288.09261085898i              149977.6117260908+95108.29922755822i              149928.702467629+94936.26076573531i
2810                                              149551.5832460193+94473.87446513132i              149441.18531683926+94714.92568366921i             149469.1894321831+94960.49774047323i              149590.3519499039+95148.06534203819i              149776.79810199383+95248.80354865287i             149974.9137175466+95247.4060859928i               150140.07130760726+95153.58674819987i             150240.09369040324+94995.93188101445i             150267.42684595613+94816.22754119456i             150212.41408428003+94646.73416114539i
2815                                              149836.2038260341+94199.5511791988i               149733.07937025995+94442.8735764383i              149767.84833940497+94687.51244839701i             149893.8594507228+94871.50646987767i              150082.2746468879+94967.04418698447i              150279.13075993207+94960.22223269737i             150440.16871026257+94862.10732426008i             150534.1717237987+94702.28299101781i              150554.86999758822+94522.94659257388i             150493.89523688133+94356.24364966752i
2820                                              150118.59523629447+93923.72977744036i             150022.83975264826+94169.0976830268i              150064.3849885899+94412.61298314485i              150195.18305958924+94592.9189348145i              150385.46177584247+94683.2465845209i              150580.95137183214+94671.10379870425i             150737.80330022727+94568.89368429434i             150825.79087313963+94407.15953016288i             150839.93796828325+94228.46248204682i             150773.15444957558+94064.78651419724i
2825                                              150398.71668463317+93646.45851377446i             150310.41831256959+93893.63866095076i             150358.7464103063+94135.83418914014i              150494.2686846163+94312.33355118145i              150686.30875293002+94397.43861150977i             150880.3326559493+94380.07559685857i              151032.94355404386+94273.96627514048i             151114.932810417+94110.5755728771i                151122.62546955372+93932.78097681452i             151050.1975205188+93772.35903056774i
