% Model:              ParameterStudy_2Array_r1u_V2.mph
% Version:            COMSOL 5.2.0.166
% Date:               May 29 2017, 17:16
% Table:              Table 4 - r1u_r1 (acpr.p_t*2*pi*a)
% freq (Hz)                                       g=0.02, acpr.p_t*2*pi*a (N)                       g=0.04, acpr.p_t*2*pi*a (N)                       g=0.06, acpr.p_t*2*pi*a (N)                       g=0.08, acpr.p_t*2*pi*a (N)                       g=0.1, acpr.p_t*2*pi*a (N)                        g=0.12, acpr.p_t*2*pi*a (N)                       g=0.14, acpr.p_t*2*pi*a (N)                       g=0.16, acpr.p_t*2*pi*a (N)                       g=0.18, acpr.p_t*2*pi*a (N)                       g=0.2, acpr.p_t*2*pi*a (N)
2610                                              189737.69826280724+187711.80093885158i            188238.36335446878+190544.9331360151i             188089.28223660128+193516.15226205354i            189112.3491491848+196082.96362601477i             190982.70051811487+197856.77614335064i            193268.98036644823+198630.0127986914i             195521.59938195418+198391.65181009556i            197347.60096080365+197295.10432119132i            198478.18613508443+195647.49017660695i            198789.36446221525+193798.44511817116i
2615                                              190138.62591471296+187874.29522403475i            188686.20759027873+190741.68249797093i            188592.24872531573+193723.8440342385i             189668.51297286985+196277.44605770436i            191580.66211700588+198017.12746348293i            193889.9191169133+198742.27413420528i             196142.9873670509+198451.3552543595i              197947.72590774656+197307.86627570912i            199040.4838032279+195627.47881555956i             199305.34035548783+193765.08893607973i
2620                                              190542.45553899516+188036.8591899181i             189137.79725685527+190937.69469112507i            189099.370975345+193929.71499733205i              190228.71130036243+196468.929918268i              192181.98997330567+198173.43351454352i            194513.10260447735+198849.8035134638i             196765.2479547742+198506.1705312727i              198547.3720423284+197316.17121752555i             199601.24208110245+195603.94854926085i            199819.20622501502+193729.46372981832i
2625                                              190949.21962785957+188199.37224637574i            189593.1519348745+191132.8244616064i              189610.64722866492+194133.60449037384i            190792.9150936296+196657.2525587939i              192786.62692247514+198325.5461337213i             195138.45181845635+198952.483767813i              197388.2935651348+198556.02370886703i             199146.46060953417+197319.99265077876i            200160.407804472+195576.91508554984i              200330.9460426731+193691.6143507506i
2630                                              191358.94229426899+188361.7126419636i             190052.28175880827+191326.925479686i              190126.06551737184+194335.35112608218i            191361.08480522895+196842.2512546219i             193394.50564738404+198473.31794624386i            195765.87872571297+199050.19935738505i            198012.02943269495+198600.84298517962i            199744.90793584572+197319.30612039356i            200717.92518983+195546.39543193587i               200840.54312379405+193651.58570953496i
2635                                              191771.6392025615+188523.7582021148i              190515.18733853573+191519.85115542173i            190645.60358575016+194534.79366451525i            191933.17031922977+197023.76411207707i            194005.54865843238+198616.60326750504i            196395.28630154527+199142.83721717034i            198636.35368197947+198640.55942564574i            200342.62552487061+197314.08979840294i            201273.73591584727+195512.4083105831i             201347.98016382585+193609.42302526365i
2640                                              192187.31756844828+188685.38707568235i            190981.85975783804+191711.45546283465i            191169.22889529009+194731.77189633486i            192509.11097932246+197201.63098344675i            194619.66836206338+198755.2590095059i             197026.56864602483+199230.2876028456i             199261.15748059313+198675.1076945357i             200939.5202176808+197304.325060215i               201827.77925412927+195474.97456154044i            201853.2393074853+193565.17205939555i
2645                                              192605.97622963093+188846.4784831015i             191452.28065106948+191901.59376588208i            191696.89871457854+194926.12752704087i            193088.83570523135+197375.69438119346i            195236.7672185346+198889.14558257436i             197659.61118593637+199312.44492710676i            199886.32526887525+198704.42677211142i            201535.4944166902+197289.99704348354i             202379.9922470313+195434.11752861005i             202356.30224865052+193518.8793389085i
2650                                              193027.6057875767+189006.91345938883i             191926.42235857798+192090.12363813046i            192228.56029185705+195117.70505417578i            193672.2631978237+197545.80038270904i             195856.73798871294+199018.1277844421i             198294.29096142977+199389.20857788663i            200511.7350649833+198728.4606493209i              202130.44637084863+197271.0951828215i             202930.3099308972+195389.8634228997i              202857.1503587087+193470.59236086658i
2655                                              193452.18882066422+189166.57558511422i            192404.24816119848+192276.90566932212i            192764.15111648152+195306.35262823492i            194259.3022320884+197711.79951646086i             196479.46406856028+199142.07566547606i            198930.47699533426+199460.48370902002i            201137.25884229864+198747.1589917648i             202724.27051903828+197247.6137134208i             203478.6656008745+195342.24165841038i             203355.76484061687+193420.3597748077i
2660                                              193879.7001674335+189325.35169809035i             192885.71259117703+192461.80424897498i            193303.59925778818+195491.92289093498i            194849.85203638903+197873.54762084878i            197104.8199094277+199260.86536348614i             199568.03074252256+199526.18199509272i            201762.76297626836+198760.47776552205i            203316.8578882131+197219.5521374811i              204024.99111442905+195291.2851556352i             203852.12690563587+193368.23154335265i
2665                                              194310.10727893998+189483.1325791916i             193370.76181830742+192644.6883221749i             193846.8237893233+195674.27377953116i             195443.80275545418+198030.90666640006i            197732.6715204696+199374.37989651656i             200206.80661538267+199586.22234192095i            202388.1087559323+198768.3798169033i              203908.0965415591+197186.9156473769i              204569.21722879887+195237.03060885158i            204346.2179694938+193314.25907516992i
2670                                              194743.3706379882+189639.81360486857i             193859.33411458408+192825.43210794491i            194393.73528932923+195853.26929093432i            196041.03599354572+198183.7455332725i             198362.87704955516+199482.50990763062i            200846.65258053166+199640.53154430058i            203013.15295527107+198770.83539981756i            204497.8720718424+197149.7155003395i              205111.27396860498+195179.51871323044i            204838.0198642826+193258.49533023144i
2675                                              195179.4442421051+189795.295359851i               194351.3603800896+193003.9157722553i              194944.23641584636+196028.780197001i              196641.4254334302+198331.940735351i               198995.2874373735+199585.1543510127i              201487.41082148554+199689.04488406196i            203637.74845845322+198767.82264396732i            205086.06813405687+197107.96933984745i            205651.09101774287+195118.79434923883i            205327.51506224493+193200.9948955446i
2680                                              195618.27614671926+189949.4842037728i             194846.76474145555+193180.02605019163i            195498.22255101838+196200.6847037465i             197244.83752578835+198475.37708354197i            199629.7471387044+199682.22111372245i             202128.91846036835+199731.70666114663i            204261.74493225545+198759.32795857888i            205672.5670113422+197061.70145973453i             206188.59813121558+195054.90672135507i            205814.68690753623+193141.81403004826i
2685                                              196059.80906468182+190102.29278489007i            195345.46520797728+193353.65681023113i            196055.58250981526+196368.8690462506i             197851.1322428396+198613.94828003697i             200266.0949039721+199773.6275658181i              202771.00833191475+199768.4706516559i             204884.98953861583+198745.3463666009i             206257.2502074559+197010.9430076633i              206723.725560704+194987.90944970853i              206299.51985203783+193081.01067863792i
2690                                              196503.98101617713+190253.6404952334i             195847.3743841172+193524.7095528843i              196616.19930595695+196533.22801392133i            198460.16388927872+198747.55743817115i            200904.16461443782+199859.30103004503i            203413.50980143927+199799.30048753883i            205507.3276795128+198725.88176546842i             206839.99905885934+196955.7321255113i             207256.404488579+194917.86061358606i              206781.99969103796+193018.64445445492i
2695                                              196950.7260248271+190403.4538630623i              196352.40022983466+193693.0938391884i             197179.95096870392+196693.66539924766i            199071.78196278188+198876.11752060277i            201543.78616079842+199939.1791702988i             204056.24961881567+199824.1699535673i             206128.60376601177+198700.94711118648i            207420.69535924323+196896.11402491163i            207786.5674645795+194844.82274554097i             207262.1137948644+192954.77659219984i
2700                                              197399.9748523713+190551.66687483917i             196860.4468635687+193858.72764374356i             197746.71140239644+196850.09436488396i            199685.83205549317+198999.55169161572i            202184.78635836625+200013.21029038078i            204699.0527986092+199843.0631974885i              206748.6620031229+198670.56452374425i             207999.22198911544+196832.14099722542i            208314.14883920035+194768.862778675i              207739.85133272462+192889.46987000774i
2705                                              197851.65576627923+190698.2212262663i             197371.41539880907+194021.5376275062i             198316.3512806786+197002.43772473856i             200302.15678809868+199117.7935786692i             202826.98988845508+200081.35353973645i            205341.74351850266+199855.97485182498i            207367.3471816296+198634.76531233435i             208575.4635431053+196763.87235791792i             208839.08518867675+194690.0519446536i             208215.20348502864+192822.78850524646i
2710                                              198305.69533244782+190843.06649565435i            197885.20480765172+194181.45932666186i            198888.7389664206+197150.62813513674i             200920.59676616496+199230.78744020846i            203470.2202561015+200143.57902696854i             205984.1460246079+199862.91006498158i             207984.50546827755+198593.58992058306i            209149.30694777056+196691.37432626716i            209361.31572562567+194608.46562734808i            208688.16364086937+192754.7980232142i
2715                                              198762.0192257274+190986.1602382082i              198401.71280148794+194338.43725548117i            199463.74144832624+197294.6081935575i             201540.99154978336+199338.48823736576i            204114.3007545703+200199.86783516864i             206626.08553563457+199863.8844417161i             208599.98518561045+198547.08779211342i            209720.64206257215+196614.71984213588i            209880.78269057113+194524.18317303224i            209158.72757760962+192685.565103333i
2720                                              199220.55305015514+191127.4680001036i             198920.83672089886+194492.4249193561i             200041.22528427638+197434.33044295607i            202163.18062600226+199440.86160819352i            204759.0554261123+200250.21194213122i             207267.38913502803+199858.92389353932i            209213.6375728177+198495.31715874845i             210289.36225754232+196533.9883224394i             210397.43171958387+194437.2876590715i             209626.89361989187+192615.15740404217i
2725                                              199681.22316077573+191266.96324829085i            199442.47442572544+194643.3847391161i             200621.05754222802+197569.75728114342i            202787.00437389434+199537.88374443568i            205404.31000909145+200294.6140440441i             207907.8866422717+199848.0644009748i              209825.31751945635+198438.34475334513i            210855.3649608687+196449.2653606124i              210911.21218339217+194347.86562686213i            210092.66277577358+192543.6433704497i
2730                                              200143.9574785684+191404.62721843887i             199966.5251752621+194791.28788485017i             201203.10672829248+197700.86077519695i            203412.30501217314+199629.54117173847i            206049.89286093295+200333.0872859988i             208547.41145354786+199831.35169033663i            210434.88426388463+198376.2454521821i             211418.55217069+196360.64237307094i               211422.07749455285+194256.00678099823i            210556.038848281+192471.09202777268i
2735                                              200608.68629029262+191540.44868019715i            200492.89049055992+194936.11402075662i            201787.24369235075+197827.62238260152i            204038.9275191535+199715.8304353259i              206695.6358476146+200365.65490124078i             209185.80134312098+199808.84082911164i            211042.20204955954+198309.10184973173i            211978.83092554146+196268.21619751753i            211929.9853789924+194161.80365970454i             211017.02852100547+192397.57276384762i
2740                                              201075.34302450984+191674.423620987i              201021.47498854596+195077.850962938i              202373.342501598+197950.032581201i                204666.72051516015+199796.757694335i              207341.37518976687+200392.34976378377i            209822.89921687054+199780.5957446284i             211647.14073174752+198237.00377276455i            212536.1137287447+196172.0886481674i              212434.8981096816+194065.3512811586i              211475.64141677815+192323.15510500388i
2745                                              201543.8649956658+191806.5548510638i              201552.18717966284+195216.4942521293i             202961.28127235812+198068.09041150182i            205295.53709799878+199872.3382290972i             207986.952256641+200413.21385942356i              210458.55381023238+199746.6886720151i             212249.5763291124+198160.0477388255i              213090.3189227501+196072.3660339365i              212936.78269967946+193966.74677084043i            211931.89012943956+192247.9084881699i
2750                                              202014.19410812625+191936.85153250452i            202084.94021985203+195352.04664614872i            203550.94295108688+198181.80293594976i            205925.23562234847+199942.5958664872i             208632.21429948971+200428.29768087456i            211092.62032345074+199707.1995377161i             212849.39151456658+198078.3363661289i             213641.37100986787+195969.15864534024i            213435.6110540646+193866.08897446512i             212385.7902284227+192171.9020333826i
2755                                              202486.27751218277+192065.3286363793i             202619.65260897746+195484.51753583012i            204142.21603618586+198291.18462018622i            206555.68041470082+200007.56232975467i            209277.0151168747+200437.6595542391i              211724.96098767853+199662.2152862447i             213446.4760408975+197991.97774204385i             214189.20091711852+195862.5802169136i             213931.36007898016+193763.47806199014i            212837.36023750942+192095.20432031827i
2760                                              202960.0682048578+192192.0063326155i              203156.2488271069+195613.9222904987i              204734.99523221713+198396.2566431368i             207186.74241613827+200067.27651974087i            209921.21564431558+200441.36490479027i            212355.4455569375+199611.82915783336i             214040.72709772814+197901.08475765912i            214733.74620322516+195752.74737154416i            214424.0117486174+193659.01512777995i             213286.62158807463+192017.88317177663i
2765                                              203435.52556838153+192316.9093182399i             203694.65990228366+195740.28153900336i            205329.18202955258+198497.0461423684i             207818.29974591167+200121.783735583i              210564.6844641826+200439.48546968913i             212983.95172087825+199556.13992578504i            214632.04959691007+197805.77441650073i            215274.95120702242+195639.77905348677i            214913.55312990973+193552.80179227522i            213733.59854913622+191940.0054476469i
2770                                              203912.61584002647+192440.06609001584i            204234.82390207268+195863.62039380122i            205924.6852024729+198593.58540383802i             208450.2381799989+200171.13484352536i             211207.298228045+200432.09846763784i              213610.3654354168+199495.25110211407i             215220.3563846791+197706.16712538825i             215812.7671365007+195523.7959568501i              215399.9763665266+193444.93980868i                214178.31813591794+191861.63685226627i
2775                                              204391.31250756874+192561.50816905368i            204776.68634414027+195983.9676256175i             206521.42122032665+198685.91100334472i            209082.4515393919+200215.38540299865i             211848.9419902655+200419.28573440993i             214234.58116852728+199429.27012083918i            215805.56837991916+197602.38597559507i            216347.15210087036+195404.91995573457i            215883.27862382462+193335.53068170007i            214620.809999268+191782.8417573292i
2780                                              204871.59662535568+192681.26928323958i            205320.20051968782+196101.3547972148i             207119.31456716446+198774.06291018493i            209714.8419840223+200254.5947599399i              212489.50944828126+200401.13283409673i            214856.5020597887+199358.30750821324i             216387.61463825518+197494.55602262283i            216878.07108414394+195283.27354311594i            216363.46199683135+193224.67529981135i            215061.10629872704+191703.68304298326i
2785                                              205353.45704670242+192799.3845190156i             205865.32772639793+196215.81536554752i            207718.29796521825+198858.0835613241i             210347.32020968953+200288.8251173018i             213128.9030885261+200377.7281565617i              215476.0399935482+199282.47604927732i             216966.43234356676+197382.80357225836i            217405.4958654405+195158.97928369505i             216840.53338427696+193112.4735871492i             215499.24156201666+191624.22195833502i
2790                                              205836.8905692181+192915.88944590796i             206412.03740726825+196327.38376079593i            208318.3125005658+198938.01691798997i             210979.805545753+200318.1405932927i               213767.0342370828+200349.16201087084i             216093.11558617736+199201.88996007165i            217541.96672829805+197267.25548104072i            217929.4048865965+195032.15928705185i             217314.50433146884+192999.02417740264i            215935.2525342253+191544.51800332894i
2795                                              206321.9019904745+193030.81922724485i             206960.3071931929+196436.0944536596i              208919.30764860386+199013.9075131758i             211612.2259531117+200342.60627790724i             214403.82301565201+200315.52572516017i            216707.65808932064+199116.6640744581i             218114.17092578634+197148.0384780984i             218449.78307153375+194902.9347059307i             217785.39084583937+192884.42411274707i            216369.1780197255+191464.62883202365i
2800                                              206808.50407240223+193144.2077240389i             207510.12284802043+196541.98101885332i            209521.24119908529+199085.79950186895i            212244.517922782+200362.28729825414i              215039.1982044319+200276.91076271108i             217319.60521182578+199026.91305453528i            218683.00575791812+197025.27851562196i            218966.62160094437+194771.42526465424i            218253.2131888163+192768.76857069065i             216801.05872022777+191384.61017816572i
2805                                              207296.7174136244+193256.08660082967i             208061.4781159116+196645.0752063463i              210124.07908104133+199153.73572390553i            212876.62627676417+200377.2479031855i             215673.09701444203+200233.40786431826i            217928.90286371266+198932.75063278934i            219248.43946224748+196899.1001542431i             219479.91764664854+194637.74882165808i            218717.99564776116+192652.15062015312i            217230.93707212043+191304.5158029959i
2810                                              207786.57023010054+193366.48444515956i            208614.37447135424+196745.4060304962i             210727.795089891+199217.75679023724i              213508.5038736262+200387.55057745584i             216305.46477310595+200185.10622596863i            218535.50482718306+198834.2888940336i             219810.4473637339+196769.6259890908i              219989.67407039617+194502.02096977553i            219179.7662926468+192534.66100865815i             217658.8570863724+191224.39746422818i
2815                                              208278.098044956+193475.4259059763i               209168.82077597888+196842.99888464637i            211332.3705184444+199277.900202211i               214140.11122278037+200393.25519525065i            216936.25452760444+200132.09272086862i            219139.37235936144+198731.6376042144i             220369.01149614208+196636.9761217794i             220495.8990922432+194364.3546771386i              219638.55672085073+192416.38798154847i            218084.86419383634+191144.30490580216i
2820                                              208771.3432900415+193582.93086619908i             209724.83284065596+196937.87469538627i            211937.7936964077+199334.19951435656i             214771.4160120604+200394.4182224795i              217565.4265716948+200074.45117426242i             219740.47373326117+198624.9035927269i             220924.12018042157+196501.26768283764i            220998.6059335077+194224.85997115346i             220094.40179495167+192297.41713218254i            218509.00509900704+191064.28586649933i
2825                                              209266.3548219395+193689.01364801172i             210282.4329014065+197030.04912083512i             212544.05944375813+199386.68355108306i            215402.39255434278+200391.0919767758i             218192.94790219673+200012.26169811958i            220338.78372314188+198514.1901940743i             221475.76756214545+196362.61440802398i            221497.81243987352+194083.64366682683i            220547.3393774417+192177.8312856143i              218931.327644664+190984.386105871i
2830                                              209763.1873562899+193793.6822774928i              210841.64901168385+197119.53180608928i            213151.16844136585+199435.3756806989i             216033.02115987008+200383.32395321433i            218818.79161247847+199945.60009333456i            220934.2830418265+198399.59675384284i             222023.9531215343+196221.1262719805i              221993.54068997953+193940.8091408805i             220997.41006539244+192057.7104112194i             219351.88068957854+190904.649445478i
2835                                              210261.90082555715+193896.93779363114i            211402.51435697035+197206.3257014008i             213759.12652912404+199480.29316601413i            216663.28744165823+200371.15622330963i            219442.9362305416+199874.5373246078i              221526.95773713125+198281.21820317532i            222568.68115586735+196076.90918091574i            222485.816594904+193796.45615157366i              221444.65693021007+191937.1315667526i             219770.71400152583+190825.11782272454i
2840                                              210762.5596658632+193998.77362861257i             211965.06649832267+197290.42645343437i            214367.94393632002+199521.44658629977i            217293.18156222676+200354.62491376264i            220065.36501010336+199799.1390737563i             222116.7985556361+198159.14470512414i             223109.96024532+195930.0647261308i                222974.66949365597+193650.6807041115i             221889.12526493295+191816.1688697496i             220187.8781666961+190745.83135475067i
2845                                              211265.23203875308+194099.17505797965i            212529.3465530105+197371.8218743366i              214977.63445338918+199558.83934657506i            217922.69743036572+200333.75977074797i            220686.06518353475+199719.4653753349i             222703.80028178994+198033.4613752071i             223647.80270752413+195780.68999876542i            223460.13175019572+193503.5749608144i             222330.86234226913+191694.89349507994i            220603.42451711168+190666.82840994775i
2850                                              211769.98899585+194198.1187274866i                213095.3983197147+197450.49149692972i             215588.21455448435+199592.46727549366i            218551.83185721425+200308.5838143706i             221305.02718571833+199635.57033774428i            223287.96106065647+197904.24807774604i            224182.22404812064+195628.87746575626i            223942.23835638002+193355.2271945034i             222769.91718655717+191573.37369624755i            221017.40507649953+190588.14568350316i
2855                                              212276.9035934608+194295.57226516868i             213663.26735720676+197526.406220812i              216199.7024799748+199622.31831781229i             219180.58368192465+200279.11308709416i            221922.24385825725+199547.5019523743i             223869.28171256327+197771.57929850667i            224713.24241374125+195474.71490611727i            224421.02654554232+193205.7217831983i             223206.34036184783+191451.67484796775i            221429.8725248965+190509.81827466784i
2860                                              212786.0499658957+194391.49398109125i             214233.00002605008+197599.52805400096i            216812.11728816014+199648.372326332i              219808.9528757705+200245.3564986451i              222537.7096435119+199455.30199148136i             224447.7650481056+197635.52409350258i             225240.87805424913+195318.2854064919i             224896.53542169102+193055.13924376562i            223640.18377789078+191329.85950674504i            221840.8801822402+190431.87976195072i
2865                                              213297.50236626895+194485.83266069923i            214804.6425030015+197669.80995396775i             217425.47788854796+199670.6009607434i             220436.93963688263+200207.31576930513i            223151.41977817402+199359.00599549303i            225023.4151914568+197496.1461126595i              225765.15279913042+195159.66741234192i            225368.80560660656+192903.55630151482i            224071.5005160349+191207.98748658356i             222250.48200987303+190354.36227440083i
2870                                              213811.3341840418+194578.52745405014i             215378.2397782374+197737.19577100073i             218039.80206463236+199688.9676690116i             221064.5434842377+200164.98547165547i             223763.36949568597+199258.64334850604i            225596.23691995698+197353.50369626516i            226286.08955607386+194998.93483400624i            225837.87890997384+192751.04599289337i            224500.34467576587+191086.11594674166i            222658.7326295411+190277.29655499567i
2875                                              214327.61694888942+194669.50786412612i            215953.8346458649+197801.62029511604i             218655.10549935364+199703.42780376325i            221691.76236237926+200118.35317071984i            224373.55324706243+199154.23744044366i            226166.2350274419+197207.6500419734i              226803.71183476222+194836.15720257317i            226303.79802463576+192597.67779719149i            224926.77124310876+190964.2994886204i             223065.6873580922+190200.7120141696i
2880                                              214846.41933094742+194758.6938352981i             216531.4666985713+197863.00940754337i             219271.40081245117+199713.92881746282i            222318.59176685233+200067.3996603981i             224981.9639488867+199045.8059129342i              226733.41371876217+197058.63343766905i            227318.04330225402+194671.39987223654i            226766.60624949125+192443.51779425022i            225350.83598052853+190842.59025760688i            223471.4022567011+190124.63677095735i
2885                                              215367.80614728396+194845.99594235432i            217111.17133658228+197921.28033617948i            219888.6966211796+199720.41056972352i             222945.02390034666+200012.09929367976i            225588.59226747934+198933.36098532943i            227297.77604185478+196906.49755710163i            227829.10737381416+194504.72426500003i            227226.34724270485+192288.62884368474i            225772.59533877566+190721.0380475801i             223875.93419211445+190049.0976791805i
2890                                              215891.83738476413+194931.31567996327i            217692.97880200142+197976.34201353026i            220506.99663469303+199722.8057321963i             223571.04686950962+199952.42040292113i            226193.42594725473+198816.90985611177i            227859.32336382772+196751.28181255033i            228336.92684321798+194336.18815275969i            227683.0648060119+192133.07078153017i             226192.10639011613+190599.69040539677i            224279.34090798188+189974.12033713056i
2895                                              216418.56724942048+195014.54585071962i            218276.9132487368+198028.09553450227i             221126.29879240962+199721.04028859502i            224196.6439315681+199888.32580529051i             226796.44919095325+198696.45517437733i            228418.05489645462+196593.02175925413i            228841.52355568158+194165.84597131776i            228136.80270177717+191976.90063066653i            226609.4267816346+190478.5927303776i              224681.6811036295+189899.72907901308i
2900                                              216948.04325216322+195095.57104940948i            218862.9918583439+198076.43471046916i             221746.59445614964+199715.0341257311i             224821.7927995385+199819.77338775987i             227397.64209898107+198571.99557524206i            228973.967276054+196431.74954551444i              229342.918126175+193993.74916169778i              228587.6045030786+191820.1728201533i              227024.61470759512+190357.78836885956i            225083.01451745263+189825.94694687444i
2905                                              217480.3053406352+195174.26823984162i             219451.22401145255+198121.24671478703i            222367.8676654704+199704.70170929783i             225446.46501423264+199746.71676495948i            227996.98017396894+198443.52627208122i            229527.05420201874+196267.49440192277i            229841.1297052125+193819.9465326849i              229035.5134770737+191662.93940975305i             227437.7288997293+190237.3186987814i              225483.40201214014+189752.79564207612i
2910                                              218015.38508650434+195250.50742015088i            220041.61052436725+198162.41281416925i            222990.09446481225+199689.95283784278i            226070.62539050594+199669.10600256812i            228594.43389618065+198311.03969840877i            230077.30613735857+196100.28316267394i            230336.17579332582+193644.48463871414i            229480.57250099292+191505.2503155727i             227848.82863278978+190117.2232036228i             225882.90565875324+189680.29545598957i
2915                                              218553.30493710793+195324.15237047354i            220634.14295942948+198199.80917939235i            223613.24231053027+199670.69346723586i            226694.23154402836+199586.8883978827i             229189.96837468655+198174.52619088636i            230624.7100740853+195930.14081208032i             230828.07210544802+193467.40816815372i            229922.82401026384+191347.15353237896i            228257.97374358942+189997.53953301682i            226281.58881638644+189608.4651795956i
2920                                              219094.0775401448+195395.06147740307i             221228.8030173787+198233.3077674097i              224237.26956499906+199646.82659699183i            227317.2335048243+199500.0093089314i              229783.54307789318+198033.9747054614i             231169.24936514103+195757.09104835714i            231316.8324846036+193288.7603349508i              230362.3099771613+191188.69534966693i             228665.2246616466+189878.30354864243i             226679.51620465599+189537.32199262315i
2925                                              219637.70514870834+195463.0886274271i             221825.5620190878+198262.7772664743i              224862.12508411906+199618.2532096011i             227939.57342190208+199408.41302245334i            230375.111646411+197889.37355708488i              231710.90362415815+195581.15685762645i            231802.46886505658+193108.583269643i              230799.0719182727+191029.92055695702i             229070.6424481366+189759.5493529305i              227076.75396562196+189466.88133204202i
2930                                              220184.17911436438+195528.08416145542i            222424.38048260886+198288.08409679122i            225487.74790351893+199584.87325254251i            228561.1853627833+199312.04365103084i             230964.6217902464+197740.7111750378i              232249.64869308213+195402.36109013917i            232284.99128360674+192926.91840206977i            231233.15092937977+190870.87263551055i            229474.2888408621+189641.30930183953i             227473.36971247726+189397.1567425712i
2935                                              220733.47947414132+195589.8958820755i             223025.20780290692+198309.0934519672i             226114.06702795016+199546.58665289867i            229181.99521082087+199210.84604895418i            231552.0152712039+197587.9768629004i              232785.45667716174+195220.72703143267i            232764.4079369878+192743.80683238147i             231664.58774386853+190711.59393383117i            229876.2263026348+189523.61399853288i             227869.4325620447+189328.15970892596i
2940                                              221285.5746370505+195648.37010334543i             223627.98203570477+198325.6703785928i             226741.00132652314+199503.2943533582i             229801.92066160162+199104.76673645494i            232137.2279703916+197431.16155549913i             233318.29604586007+195036.2789607329i             233240.725283465+192559.2896839833i               232093.42281346297+190552.12582347015i            230276.5180698247+189406.4922692065i              228265.01314827005+189259.89947236056i
2945                                              221840.42117470497+195703.3527338787i             224232.6297921359+198337.68087545363i             227368.45953710523+199454.89935920364i            230420.87131898623+198993.75482141686i            232720.1900399365+197270.25856249538i             233848.13179745516+194849.04268973283i            233713.94818550223+192373.4084341083i             232519.69640740793+190392.50883361165i            230675.22819862587+189289.9711204494i             228660.18361464472+189192.38283428908i
2950                                              222397.96371930675+195754.6903820747i             224839.06624454705+198344.99300548344i            227996.34037848635+199401.3077827592i             231038.74889010613+198877.76290816558i            233300.82613626737+197105.26428996047i            234374.9256842758+194659.04607451553i             234184.08009018635+192186.2052177245i             232943.44872681831+190232.78276181885i            231072.4216059421+189174.07567891091i             229055.01758285216+189125.61394828875i
2955                                              222958.134971698+195802.23147325288i              225447.19524535123+198347.47800759488i            228624.53277285048+199342.42987774184i            231655.44747729786+198756.7479824689i             233879.0557326407+196936.17893130347i             234898.63649487152+194466.3194944025i             234651.12324356253+191997.72310044093i            233364.72003123275+190072.9867601204i             231468.16410224326+189058.82911367714i            229449.59009615486+189059.59410369754i
2960                                              223520.85582050198+195845.82736675403i            226056.9095586622+198345.01139673512i             229252.9161745605+199278.1810467822i              232270.85396409634+198630.6722627816i             234454.79350640118+196763.00711808438i            235419.22038864924+194270.89629157798i            235115.0789347714+191808.00631734097i             233783.55077316385+189913.15939513882i            231862.522413645+188944.25254283735i              229843.97753561457+188994.32150400162i
2965                                              224086.03557280966+195885.33346176424i            226668.09120359935+198337.47404042233i            229881.3610034323+199208.4828160909i              232884.84849108526+198499.5040073614i             235027.94979589919+196585.75852473237i            235936.63127793197+194072.81316609101i            235575.947765081+191617.10047463264i              234199.98173753874+189753.33868144767i            232255.56419092047+188830.36492541182i            230238.25750801+188929.7910431283i
2970                                              224653.5722949084+195920.610281816i               227280.6119065932+198324.75320047006i             230509.7291788216+199133.2637626848i              233497.30501638027+198363.21826822052i            235598.43112170615+196404.44841792886i            236450.82125164982+193872.1105214445i             236033.72993730492+191425.05271173536i            234614.05418202814+189593.5620885726i             232647.35800283306+188717.18294069153i            230632.50870446046+188865.99408278204i
2975                                              225223.35326149766+195951.5245242037i             227894.3336590682+198306.74352820308i             231137.87474852675+199052.46038447387i            234108.0919546342+198221.79758272838i             236166.1407653294+196219.09814513393i             236961.74103474506+193668.83275651018i            236488.42556016656+191231.91182220224i            235025.80997456718+189433.8665212384i             233037.9733118328+188604.7208568073i              231026.8107293125+188802.91823453776i
2980                                              225795.25550928322+195977.9500652969i             228509.10937543705+198283.34800249056i            231765.64460673492+198966.01790516375i            234717.0728872011+198075.2325948772i              236730.9793980986+196029.73555611726i             237469.34047647123+193463.02850058646i            236940.03496259823+191037.72833214613i            235435.29172451707+189274.2882746281i             233427.48043024048+188492.9903911823i             231421.24389913728+188740.5471502804i
2985                                              226369.1464908715+195999.76891017414i             229124.78364534804+198254.47880012245i            232392.87929352917+198873.8910020573i             235324.10733563206+197923.5225989306i             237292.84575247817+195836.3953526664i             237973.56906091998+193254.75078883057i            237388.55901248145+190842.55453593124i            235842.54290413164+189114.86296479663i            233815.95045545948+188382.00056521123i            231815.88901208751+188678.86032471136i
2990                                              226944.8848229071+196016.87207588588i             229741.19357300186+198220.05808875524i            233019.4138672954+198776.04445004713i             235929.05158957906+197766.67599903123i            237851.6373274964+195639.1193621414i              238474.37643252942+193044.0571763226i             237833.99943455643+190646.44448904257i            236247.60795673783+188955.6254369653i             234203.45518269704+188271.7575562684i             232210.82708839167+188617.8329135418i
2995                                              227522.32112180156+196029.1603993924i             230358.1696951412+198180.01873348432i             233645.07884183948+198672.45367359757i            236531.75957962722+197604.7106793964i             238407.25111930244+195437.9567322357i             238971.7129293119+192831.00978993918i             238276.35912237587+190449.4539590949i             236650.53238897573+188796.6096529309i             234590.06699475646+188162.2645498961i             232606.1390831458+188557.43557103194i
